Formula,Herb,Amount
藿香正气散,姜汁,60.0
藿香正气散,苦桔梗,60.0
藿香正气散,藿香,90.0
藿香正气散,甘草,30.0
大定风珠,生白芍,18.0
大定风珠,阿胶,9.0
大定风珠,生龟甲,12.0
大定风珠,干地黄,18.0
大定风珠,麻仁,6.0
大定风珠,五味子,6.0
大定风珠,生牡蛎,12.0
大定风珠,麦冬连心,18.0
大定风珠,甘草,12.0
大定风珠,鸡子黄生,10.0
大定风珠,鳖甲生,12.0
黄龙汤,大黄,20.0
黄龙汤,芒硝,20.0
黄龙汤,枳实,20.0
黄龙汤,厚朴,20.0
黄龙汤,甘草,20.0
黄龙汤,人参,20.0
黄龙汤,当归,20.0
葛根芩连汤,葛根,250.0
葛根芩连汤,甘草,60.0
葛根芩连汤,黄芩,90.0
葛根芩连汤,黄连,90.0
二陈汤,半夏汤,20.0
二陈汤,橘红,150.0
二陈汤,白茯苓,90.0
二陈汤,甘草,15.0
青蒿鳖甲汤,青蒿,6.0
青蒿鳖甲汤,鳖甲,15.0
青蒿鳖甲汤,生地,12.0
青蒿鳖甲汤,知母,6.0
青蒿鳖甲汤,丹皮,9.0
导赤散,生地黄,30.0
导赤散,木通,30.0
导赤散,生甘草梢,30.0
防己黄芪汤,防己,30.0
防己黄芪汤,黄芪,30.3
防己黄芪汤,甘草,15.0
防己黄芪汤,白术,10.5
凉膈散,川大黄,600.0
凉膈散,朴硝,600.0
凉膈散,甘草,600.0
凉膈散,山栀子仁,300.0
凉膈散,薄荷,300.0
凉膈散,黄芩,300.0
凉膈散,连翘,500.0
黄连解毒汤,黄连,90.0
黄连解毒汤,黄芩,60.0
黄连解毒汤,黄柏,60.0
黄连解毒汤,栀子,70.0
九味羌活汤,羌活,15.0
九味羌活汤,防风,15.0
九味羌活汤,苍术,15.0
九味羌活汤,川芎,30.0
九味羌活汤,白芷,30.0
九味羌活汤,生地黄,30.0
九味羌活汤,黄芩,30.0
九味羌活汤,甘草,30.0
半夏白术天麻汤,半夏,4.5
半夏白术天麻汤,天麻,3.0
半夏白术天麻汤,茯苓,3.0
半夏白术天麻汤,橘红,3.0
半夏白术天麻汤,白术,9.0
半夏白术天麻汤,甘草,1.5
百合固金汤,熟地黄,9.0
百合固金汤,生地黄,9.0
百合固金汤,当归身,9.0
百合固金汤,白芍,6.0
百合固金汤,甘草,3.0
百合固金汤,桔梗,2.4
百合固金汤,玄参,2.4
百合固金汤,贝母,1.5
百合固金汤,麦冬,1.5
安宫牛黄丸,牛黄,30.0
安宫牛黄丸,郁金,30.0
安宫牛黄丸,犀角,30.0
安宫牛黄丸,黄连,30.0
安宫牛黄丸,黄芩,30.0
安宫牛黄丸,山栀,30.0
安宫牛黄丸,朱砂,30.0
安宫牛黄丸,雄黄,30.0
安宫牛黄丸,梅片,7.5
安宫牛黄丸,麝香,7.5
安宫牛黄丸,珍珠,15.0
安宫牛黄丸,金箔衣,20.0
八正散,车前子,500.0
八正散,瞿麦,500.0
八正散,扁蓄,500.0
八正散,滑石,500.0
八正散,山栀子仁,500.0
八正散,甘草,500.0
八正散,木通,500.0
八正散,大黄面,500.0
十枣汤,芫花,20.0
十枣汤,甘遂,20.0
十枣汤,大戟,20.0
十灰散,大蓟,20.0
十灰散,小蓟,20.0
十灰散,荷叶,20.0
十灰散,侧柏叶,20.0
十灰散,茅根,20.0
十灰散,茜根,20.0
十灰散,山栀,20.0
十灰散,大黄,20.0
十灰散,牡丹皮,20.0
十灰散,棕榈皮,20.0
苏子降气汤,紫苏子,75.0
苏子降气汤,半夏,75.0
苏子降气汤,川当归,45.0
苏子降气汤,甘草,60.0
苏子降气汤,前胡,30.0
苏子降气汤,厚朴,30.0
苏子降气汤,姜汁,30.0
苏子降气汤,肉桂,15.0
苏合香丸,苏合香,20.0
苏合香丸,龙脑,20.0
苏合香丸,麝香,20.0
苏合香丸,安息香,20.0
苏合香丸,青木香,20.0
苏合香丸,香附,20.0
苏合香丸,白檀香,20.0
苏合香丸,丁香,20.0
苏合香丸,沉香,20.0
苏合香丸,荜茇,20.0
苏合香丸,熏陆,20.0
苏合香丸,白术,20.0
苏合香丸,诃黎勒,20.0
苏合香丸,乌犀屑,20.0
苏合香丸,水牛角,20.0
四逆散,甘草,3.0
四逆散,柴胡,3.0
四逆散,芍药,3.0
犀角地黄汤,犀角,20.0
犀角地黄汤,生地黄,240.0
犀角地黄汤,芍药,90.0
犀角地黄汤,牡丹皮,60.0
天王补心丹,生地黄,120.0
天王补心丹,人参,15.0
天王补心丹,丹参,15.0
天王补心丹,玄参,15.0
天王补心丹,白茯苓,15.0
天王补心丹,远志,15.0
天王补心丹,桔梗,15.0
天王补心丹,五味子,30.0
天王补心丹,当归,30.0
天王补心丹,天门冬,30.0
天王补心丹,麦门冬,30.0
天王补心丹,柏子仁,30.0
天王补心丹,酸枣仁,30.0
天麻钩藤饮,天麻,20.0
天麻钩藤饮,钩藤,20.0
天麻钩藤饮,石决明,20.0
天麻钩藤饮,栀子,20.0
天麻钩藤饮,黄芩,20.0
天麻钩藤饮,川牛膝,20.0
天麻钩藤饮,杜仲,20.0
天麻钩藤饮,益母革,20.0
天麻钩藤饮,桑寄生,20.0
天麻钩藤饮,夜交藤,20.0
天麻钩藤饮,朱茯神,20.0
五苓散,猪苓,9.0
五苓散,泽泻,33.0
五苓散,白术,9.0
五苓散,茯苓,9.0
五苓散,桂枝,15.0
 仙方活命饮,白芷,3.0
 仙方活命饮,贝母,3.0
 仙方活命饮,防风,3.0
 仙方活命饮,赤芍,3.0
 仙方活命饮,当归,3.0
 仙方活命饮,甘草,3.0
 仙方活命饮,皂角,3.0
 仙方活命饮,穿山甲,3.0
 仙方活命饮,天花粉,3.0
 仙方活命饮,金银花,9.0
 仙方活命饮,陈皮,9.0
